state,collection_date,Inpatient Beds Occupied Estimated (All Inpatient),Count LL (All Inpatient),Count UL (All Inpatient),Percentage of Inpatient Beds Occupied Estimated (All Inpatient),Percentage LL (All Inpatient),Percentage UL (All Inpatient),Total Inpatient Beds (All Inpatient),Total LL (All Inpatient),Total UL (All Inpatient),Inpatient Beds Occupied by COVID-19 Patients Estimated (COVID-19 Inpatient),Count LL (COVID-19 Inpatient),Count UL (COVID-19 Inpatient),Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated (COVID-19 Inpatient),Percentage LL (COVID-19 Inpatient),Percentage UL (COVID-19 Inpatient),Total Inpatient Beds (COVID-19 Inpatient),Total LL (COVID-19 Inpatient),Total UL (COVID-19 Inpatient),Staffed Adult ICU Beds Occupied Estimated (ICU),Count LL (ICU),Count UL (ICU),Percentage of Staffed Adult ICU Beds Occupied Estimated (ICU),Percentage LL (ICU),Percentage UL (ICU),Total Staffed Adult ICU Beds (ICU),Total LL (ICU),Total UL (ICU),geocoded_state
WV,2020/11/13,"4,012","4,012","4,012",78.74,78.74,78.74,"5,095","5,095","5,095",410,410,410,8.05,8.05,8.05,"5,095","5,095","5,095",530,530,530,84.66,84.66,84.66,626,626,626,POINT (-80.613729 38.642579)
WY,2020/11/13,681,675,687,47.76,46.16,49.35,"1,426","1,414","1,438",200,198,202,14.11,13.17,15.05,"1,426","1,414","1,438",63,63,63,52.94,51.65,54.23,119,118,120,POINT (-107.55145 42.999627)
NC,2020/11/14,"15,550","15,550","15,550",72.69,72.69,72.69,"21,391","21,391","21,391","1,759","1,759","1,759",8.28,8.28,8.28,"21,391","21,391","21,391","1,863","1,863","1,863",76.35,76.35,76.35,"2,440","2,440","2,440",POINT (-79.130883 35.52603)
NE,2020/11/14,"3,244","3,239","3,250",68.01,67.58,68.45,"4,770","4,761","4,780",871,870,872,18.57,18.38,18.75,"4,770","4,761","4,780",439,439,439,77.84,77.58,78.1,564,563,565,POINT (-99.810595 41.527099)
NM,2020/11/14,"2,523","2,247","2,800",65.99,48.31,83.67,"3,824","3,793","3,855",660,656,663,17.25,16.75,17.76,"3,824","3,793","3,855",364,336,392,91.54,76.79,106.3,398,398,398,POINT (-106.108388 34.421369)
OH,2020/11/14,"20,254","20,157","20,350",69.41,68.81,70.01,"29,181","28,994","29,368","3,452","3,438","3,465",11.85,11.53,12.17,"29,181","28,994","29,368","2,841","2,832","2,850",74.43,73.71,75.15,"3,817","3,807","3,827",POINT (-82.70936 40.415534)
OR,2020/11/14,"4,808","4,806","4,811",73.31,73.2,73.43,"6,559","6,556","6,562",458,458,458,6.98,6.95,7.02,"6,559","6,556","6,562",538,538,538,67.67,67.67,67.67,795,795,795,POINT (-120.605279 43.940449)
RI,2020/11/14,"1,759","1,759","1,759",86.74,86.74,86.74,"2,028","2,028","2,028",271,271,271,13.36,13.36,13.36,"2,028","2,028","2,028",141,141,141,85.98,85.98,85.98,164,164,164,POINT (-71.534637 41.572574)
SD,2020/11/14,"1,468","1,465","1,471",62.65,62.65,62.65,"2,343","2,343","2,343",530,530,531,22.64,22.64,22.64,"2,343","2,343","2,343",173,173,173,81.99,81.99,81.99,211,211,211,POINT (-100.230491 44.43614)
TX,2020/11/14,"44,434","43,411","45,456",74.68,73.63,75.73,"59,659","59,410","59,908","7,906","7,888","7,925",13.29,12.96,13.61,"59,659","59,410","59,908","6,110","6,089","6,131",87.15,86.35,87.96,"7,010","6,992","7,029",POINT (-99.317341 31.447238)
VT,2020/11/14,327,75,579,48.37,48.37,48.37,676,294,"1,058",16,7,25,2.37,2.37,2.37,676,294,"1,058",29,7,51,46.77,46.77,46.77,62,30,94,POINT (-72.662695 44.075252)
WA,2020/11/14,"8,365","8,266","8,464",66.63,64.71,68.56,"12,554","12,549","12,559",666,665,667,5.31,5.25,5.36,"12,554","12,549","12,559",923,923,923,69.14,69.14,69.14,"1,335","1,335","1,335",POINT (-120.592492 47.411715)
WI,2020/11/14,"8,305","8,286","8,324",67.17,66.76,67.59,"12,363","12,350","12,376","2,273","2,268","2,279",18.96,18.74,19.18,"12,363","12,350","12,376","1,090","1,087","1,092",66.88,66.51,67.26,"1,629","1,628","1,630",POINT (-89.732969 44.639954)
WV,2020/11/14,"3,811","3,811","3,811",74.87,74.87,74.87,"5,090","5,090","5,090",430,430,430,8.45,8.45,8.45,"5,090","5,090","5,090",507,507,507,81.51,81.51,81.51,622,622,622,POINT (-80.613729 38.642579)
WY,2020/11/14,647,634,659,47.35,43.49,51.21,"1,366","1,338","1,394",207,203,210,15.23,13.16,17.3,"1,366","1,338","1,394",58,57,59,48.74,43.83,53.65,119,116,122,POINT (-107.55145 42.999627)
NC,2020/11/15,"15,276","15,271","15,281",71.56,71.56,71.56,"21,348","21,348","21,348","1,739","1,731","1,747",8.2,8.2,8.2,"21,348","21,348","21,348","1,819","1,819","1,819",74.52,74.52,74.52,"2,441","2,441","2,441",POINT (-79.130883 35.52603)
NE,2020/11/15,"3,207","3,195","3,219",67.07,66.38,67.75,"4,782","4,774","4,791",928,927,929,19.74,19.56,19.91,"4,782","4,774","4,791",453,451,455,80.04,78.85,81.22,566,564,568,POINT (-99.810595 41.527099)
NM,2020/11/15,"2,620","2,588","2,653",68.56,67.61,69.52,"3,822","3,788","3,856",664,659,668,17.36,16.7,18.02,"3,822","3,788","3,856",378,374,383,97.8,94.61,100.99,387,383,391,POINT (-106.108388 34.421369)
OH,2020/11/15,"19,386","19,307","19,465",67.1,67,67.21,"28,890","28,715","29,065","3,540","3,538","3,542",12.28,12.22,12.34,"28,890","28,715","29,065","2,744","2,744","2,744",72.92,72.92,72.92,"3,763","3,763","3,763",POINT (-82.70936 40.415534)
OR,2020/11/15,"4,617","4,617","4,617",70.46,70.46,70.46,"6,553","6,553","6,553",455,455,455,6.94,6.94,6.94,"6,553","6,553","6,553",510,509,512,64.95,64.95,64.95,786,786,786,POINT (-120.605279 43.940449)
RI,2020/11/15,"1,697","1,697","1,697",87.38,87.38,87.38,"1,942","1,942","1,942",276,276,276,14.21,14.21,14.21,"1,942","1,942","1,942",133,133,133,86.36,86.36,86.36,154,154,154,POINT (-71.534637 41.572574)
SD,2020/11/15,"1,490","1,479","1,502",63.08,61.72,64.43,"2,363","2,355","2,371",545,543,547,23.06,22.54,23.58,"2,363","2,355","2,371",171,171,171,83.82,83.82,83.82,204,204,204,POINT (-100.230491 44.43614)
TX,2020/11/15,"43,122","42,098","44,147",73.75,72.64,74.87,"58,586","58,333","58,840","8,114","8,085","8,143",13.89,13.49,14.28,"58,586","58,333","58,840","5,953","5,932","5,975",86.14,84.95,87.33,"6,911","6,874","6,948",POINT (-99.317341 31.447238)
VT,2020/11/15,315,71,559,46.6,46.6,46.6,676,306,"1,046",15,7,23,2.22,2.22,2.22,676,306,"1,046",30,8,52,48.39,48.39,48.39,62,31,93,POINT (-72.662695 44.075252)
WA,2020/11/15,"8,176","8,021","8,330",65.38,59.84,70.93,"12,504","12,147","12,861",664,640,689,5.31,3.16,7.47,"12,504","12,147","12,861",909,888,930,67.94,61.86,74.01,"1,338","1,299","1,377",POINT (-120.592492 47.411715)
WI,2020/11/15,"8,098","8,082","8,114",65.65,65.24,66.05,"12,335","12,316","12,354","2,313","2,300","2,326",19.34,18.82,19.86,"12,335","12,316","12,354","1,091","1,089","1,093",67.03,66.6,67.46,"1,628","1,625","1,631",POINT (-89.732969 44.639954)
WV,2020/11/15,"3,692","3,692","3,692",72.76,72.76,72.76,"5,074","5,074","5,074",462,462,462,9.11,9.11,9.11,"5,074","5,074","5,074",493,493,493,79.52,79.52,79.52,620,620,620,POINT (-80.613729 38.642579)
WY,2020/11/15,627,606,649,45.92,38.48,53.35,"1,366","1,307","1,425",197,191,203,14.51,10.51,18.5,"1,366","1,307","1,425",59,56,63,50.71,37.96,63.46,117,109,125,POINT (-107.55145 42.999627)
NC,2020/11/16,"15,786","15,786","15,786",73.77,73.77,73.77,"21,399","21,399","21,399","1,826","1,826","1,826",8.59,8.59,8.59,"21,399","21,399","21,399","1,896","1,894","1,898",77.83,77.83,77.83,"2,436","2,436","2,436",POINT (-79.130883 35.52603)
NE,2020/11/16,"3,150","3,148","3,152",68.55,68.27,68.83,"4,595","4,588","4,602",974,974,974,21.57,21.43,21.72,"4,595","4,588","4,602",440,440,440,78.15,77.97,78.33,563,562,564,POINT (-99.810595 41.527099)
NM,2020/11/16,"2,692","2,660","2,724",72.74,71.87,73.61,"3,701","3,668","3,734",686,681,690,18.53,17.92,19.14,"3,701","3,668","3,734",376,373,379,96.16,93.85,98.47,391,387,395,POINT (-106.108388 34.421369)
OH,2020/11/16,"19,358","19,277","19,438",66.42,66.3,66.55,"29,143","28,968","29,318","3,785","3,775","3,795",13.01,12.82,13.2,"29,143","28,968","29,318","2,771","2,771","2,771",71.58,71.25,71.91,"3,871","3,863","3,879",POINT (-82.70936 40.415534)
OR,2020/11/16,"4,656","4,656","4,656",71.17,71.17,71.17,"6,542","6,542","6,542",466,466,466,7.12,7.12,7.12,"6,542","6,542","6,542",498,497,499,65.14,63.74,66.55,764,758,771,POINT (-120.605279 43.940449)
RI,2020/11/16,"1,676","1,676","1,676",86.88,86.88,86.88,"1,929","1,929","1,929",289,289,289,14.98,14.98,14.98,"1,929","1,929","1,929",126,126,126,81.29,81.29,81.29,155,155,155,POINT (-71.534637 41.572574)
SD,2020/11/16,"1,482","1,473","1,491",62.8,62.8,62.8,"2,360","2,360","2,360",560,560,560,23.73,23.73,23.73,"2,360","2,360","2,360",166,166,166,81.77,81.77,81.77,203,203,203,POINT (-100.230491 44.43614)
TX,2020/11/16,"44,683","43,677","45,689",73.85,73.45,74.26,"60,634","60,530","60,739","8,412","8,395","8,430",13.91,13.76,14.06,"60,634","60,530","60,739","5,884","5,876","5,892",85.93,85.56,86.3,"6,848","6,837","6,858",POINT (-99.317341 31.447238)
VT,2020/11/16,312,68,556,46.02,46.02,46.02,678,308,"1,048",19,11,27,2.8,2.8,2.8,678,308,"1,048",27,5,49,43.55,43.55,43.55,62,31,93,POINT (-72.662695 44.075252)
WA,2020/11/16,"8,021","8,021","8,021",64.37,64.37,64.37,"12,461","12,461","12,461",725,725,725,5.82,5.82,5.82,"12,461","12,461","12,461",874,872,875,66.48,66.48,66.48,"1,314","1,314","1,314",POINT (-120.592492 47.411715)
WI,2020/11/16,"8,313","8,290","8,336",67.5,66.9,68.09,"12,316","12,287","12,345","2,500","2,492","2,508",20.93,20.58,21.29,"12,316","12,287","12,345","1,084","1,082","1,086",67.54,67.09,67.99,"1,605","1,601","1,609",POINT (-89.732969 44.639954)
WV,2020/11/16,"3,645","3,645","3,645",71.12,71.12,71.12,"5,125","5,125","5,125",456,456,456,8.9,8.9,8.9,"5,125","5,125","5,125",478,478,478,77.22,77.22,77.22,619,619,619,POINT (-80.613729 38.642579)
WY,2020/11/16,634,618,650,46.39,41.02,51.76,"1,366","1,325","1,407",195,190,200,14.38,11.44,17.31,"1,366","1,325","1,407",61,58,63,51.85,43.1,60.61,117,111,123,POINT (-107.55145 42.999627)
NC,2020/11/17,"16,393","16,393","16,393",76.49,76.49,76.49,"21,431","21,431","21,431","1,981","1,979","1,984",9.3,9.3,9.3,"21,431","21,431","21,431","1,972","1,970","1,975",80.67,80.67,80.67,"2,445","2,445","2,445",POINT (-79.130883 35.52603)
NE,2020/11/17,"3,248","3,243","3,252",69.54,69.24,69.84,"4,670","4,664","4,676","1,004","1,004","1,004",21.87,21.75,21.98,"4,670","4,664","4,676",442,442,442,78.93,78.75,79.11,560,559,561,POINT (-99.810595 41.527099)
NM,2020/11/17,"2,748","2,717","2,779",74.33,73.67,74.99,"3,697","3,664","3,730",724,723,724,19.57,19.28,19.86,"3,697","3,664","3,730",372,372,372,95.38,95.38,95.38,390,390,390,POINT (-106.108388 34.421369)
OH,2020/11/17,"20,506","20,427","20,585",69.91,69.91,69.91,"29,331","29,156","29,506","4,021","4,020","4,022",13.74,13.74,13.74,"29,331","29,156","29,506","2,946","2,946","2,946",76.01,76.01,76.01,"3,876","3,876","3,876",POINT (-82.70936 40.415534)
OR,2020/11/17,"4,848","4,848","4,848",73.55,73.55,73.55,"6,591","6,591","6,591",493,493,493,7.48,7.48,7.48,"6,591","6,591","6,591",515,515,515,66.37,66.37,66.37,776,776,776,POINT (-120.605279 43.940449)
RI,2020/11/17,"1,779","1,779","1,779",88.16,88.16,88.16,"2,018","2,018","2,018",308,308,308,15.26,15.26,15.26,"2,018","2,018","2,018",126,126,126,81.82,81.82,81.82,154,154,154,POINT (-71.534637 41.572574)
SD,2020/11/17,"1,573","1,566","1,580",66.65,66.65,66.65,"2,360","2,360","2,360",572,572,572,24.24,24.24,24.24,"2,360","2,360","2,360",167,167,167,82.27,82.27,82.27,203,203,203,POINT (-100.230491 44.43614)
TX,2020/11/17,"45,638","44,631","46,645",75.19,74.57,75.81,"60,831","60,676","60,986","8,510","8,500","8,520",14.02,13.86,14.19,"60,831","60,676","60,986","6,256","6,182","6,330",88.27,85.23,91.3,"7,088","7,010","7,166",POINT (-99.317341 31.447238)
VT,2020/11/17,678,437,919,56.74,-13.79,127.26,"1,195",830,"1,560",22,14,30,1.84,-11.34,15.02,"1,195",830,"1,560",54,33,75,51.92,-19.22,123.06,104,73,135,POINT (-72.662695 44.075252)
WA,2020/11/17,"8,424","8,424","8,424",67.44,67.44,67.44,"12,492","12,492","12,492",758,758,758,6.07,6.07,6.07,"12,492","12,492","12,492",932,932,932,71.47,71.47,71.47,"1,304","1,304","1,304",POINT (-120.592492 47.411715)
WI,2020/11/17,"8,821","8,815","8,828",71.57,71.41,71.73,"12,325","12,318","12,332","2,484","2,484","2,484",20.78,20.72,20.84,"12,325","12,318","12,332","1,146","1,145","1,146",70.82,70.7,70.93,"1,618","1,617","1,618",POINT (-89.732969 44.639954)
WV,2020/11/17,"3,883","3,883","3,883",75.59,75.59,75.59,"5,137","5,137","5,137",469,469,469,9.13,9.13,9.13,"5,137","5,137","5,137",508,508,508,81.94,81.94,81.94,620,620,620,POINT (-80.613729 38.642579)
WY,2020/11/17,665,660,671,48.67,46.82,50.52,"1,367","1,353","1,381",208,207,209,15.34,14.47,16.21,"1,367","1,353","1,381",57,57,57,47.9,47.9,47.9,119,119,119,POINT (-107.55145 42.999627)
NC,2020/11/18,"16,530","16,520","16,541",76.86,76.64,77.07,"21,508","21,485","21,531","2,107","2,103","2,110",9.85,9.73,9.98,"21,508","21,485","21,531","2,015","2,015","2,015",79.77,79.77,79.77,"2,526","2,526","2,526",POINT (-79.130883 35.52603)
NE,2020/11/18,"3,227","3,227","3,227",69.65,69.65,69.65,"4,633","4,633","4,633","1,004","1,004","1,004",22.05,22.05,22.05,"4,633","4,633","4,633",452,452,452,77.13,77.13,77.13,586,586,586,POINT (-99.810595 41.527099)
NM,2020/11/18,"2,869","2,837","2,901",76.98,76.98,76.98,"3,727","3,696","3,758",729,729,729,19.56,19.56,19.56,"3,727","3,696","3,758",383,380,385,98.12,98.12,98.12,390,390,390,POINT (-106.108388 34.421369)
OH,2020/11/18,"20,890","20,816","20,964",71.37,71.37,71.37,"29,272","29,109","29,435","4,087","4,087","4,087",13.99,13.99,13.99,"29,272","29,109","29,435","3,001","3,001","3,001",77.19,77.19,77.19,"3,888","3,888","3,888",POINT (-82.70936 40.415534)
OR,2020/11/18,"4,988","4,988","4,988",75.38,75.38,75.38,"6,617","6,617","6,617",511,511,511,7.72,7.72,7.72,"6,617","6,617","6,617",530,528,532,67.43,67.43,67.43,786,786,786,POINT (-120.605279 43.940449)
RI,2020/11/18,"1,787","1,787","1,787",88.42,88.42,88.42,"2,021","2,021","2,021",315,315,315,15.59,15.59,15.59,"2,021","2,021","2,021",138,138,138,93.24,93.24,93.24,148,148,148,POINT (-71.534637 41.572574)
SD,2020/11/18,"1,552","1,552","1,552",66.35,66.35,66.35,"2,339","2,339","2,339",547,547,547,23.39,23.39,23.39,"2,339","2,339","2,339",169,169,169,84.92,84.92,84.92,199,199,199,POINT (-100.230491 44.43614)
TX,2020/11/18,"46,557","45,519","47,594",76.09,74.76,77.43,"61,301","60,999","61,603","8,540","8,527","8,552",13.96,13.6,14.32,"61,301","60,999","61,603","6,323","6,270","6,375",88.51,86.42,90.61,"7,143","7,090","7,196",POINT (-99.317341 31.447238)
VT,2020/11/18,690,458,922,57.69,-10.19,125.57,"1,196",844,"1,548",22,14,29,1.8,-10.92,14.51,"1,196",844,"1,548",55,34,76,52.88,-15.56,121.33,104,74,134,POINT (-72.662695 44.075252)
WA,2020/11/18,"8,737","8,737","8,737",70.08,70.08,70.08,"12,467","12,467","12,467",808,808,808,6.48,6.48,6.48,"12,467","12,467","12,467",970,970,970,74.22,74.22,74.22,"1,307","1,307","1,307",POINT (-120.592492 47.411715)
WI,2020/11/18,"8,845","8,836","8,854",71.38,71.2,71.55,"12,392","12,387","12,397","2,448","2,446","2,451",20.37,20.27,20.47,"12,392","12,387","12,397","1,138","1,138","1,138",70.07,70.07,70.07,"1,624","1,624","1,624",POINT (-89.732969 44.639954)
WV,2020/11/18,"3,881","3,881","3,881",75.51,75.51,75.51,"5,140","5,140","5,140",457,457,457,8.89,8.89,8.89,"5,140","5,140","5,140",494,494,494,79.68,79.68,79.68,620,620,620,POINT (-80.613729 38.642579)
WY,2020/11/18,707,700,714,51.72,49.77,53.67,"1,367","1,354","1,380",223,221,225,16.45,15.37,17.52,"1,367","1,354","1,380",58,58,58,48.74,47.48,50,119,118,120,POINT (-107.55145 42.999627)
NC,2020/11/19,"16,333","16,333","16,333",76.02,76.02,76.02,"21,485","21,485","21,485","1,958","1,955","1,962",9.17,9.17,9.17,"21,485","21,485","21,485","1,931","1,931","1,931",79.66,79.66,79.66,"2,424","2,424","2,424",POINT (-79.130883 35.52603)
NE,2020/11/19,"3,281","3,272","3,290",70.31,69.86,70.76,"4,666","4,664","4,669","1,014","1,012","1,017",22.11,21.92,22.31,"4,666","4,664","4,669",448,448,448,76.71,76.57,76.85,584,584,584,POINT (-99.810595 41.527099)
NM,2020/11/19,"2,821","2,789","2,853",75.41,75.41,75.41,"3,741","3,711","3,771",742,742,742,19.83,19.83,19.83,"3,741","3,711","3,771",386,382,390,98.18,98.18,98.18,393,393,393,POINT (-106.108388 34.421369)
OH,2020/11/19,"20,767","20,694","20,840",70.79,70.79,70.79,"29,338","29,176","29,500","4,225","4,225","4,225",14.43,14.43,14.43,"29,338","29,176","29,500","2,953","2,953","2,953",76.05,76.05,76.05,"3,883","3,883","3,883",POINT (-82.70936 40.415534)
OR,2020/11/19,"5,014","4,856","5,172",75.69,67.15,84.24,"6,624","6,374","6,874",548,537,560,8.28,5.82,10.75,"6,624","6,374","6,874",540,522,557,67.27,57.77,76.77,802,764,840,POINT (-120.605279 43.940449)
RI,2020/11/19,"1,781","1,781","1,781",87.91,87.91,87.91,"2,026","2,026","2,026",311,311,311,15.35,15.35,15.35,"2,026","2,026","2,026",144,144,144,88.89,88.89,88.89,162,162,162,POINT (-71.534637 41.572574)
SD,2020/11/19,"1,580","1,580","1,580",67.12,67.12,67.12,"2,354","2,354","2,354",548,548,548,23.28,23.28,23.28,"2,354","2,354","2,354",187,187,187,86.98,86.98,86.98,215,215,215,POINT (-100.230491 44.43614)
TX,2020/11/19,"46,376","45,359","47,393",75.89,74.98,76.81,"61,218","61,007","61,429","8,653","8,633","8,673",14.17,13.88,14.45,"61,218","61,007","61,429","6,398","6,394","6,402",88.54,88.26,88.82,"7,226","7,216","7,236",POINT (-99.317341 31.447238)
VT,2020/11/19,662,431,893,55.35,-12.38,123.08,"1,196",846,"1,546",22,14,30,1.84,-10.81,14.49,"1,196",846,"1,546",56,36,76,53.85,-14.07,121.77,104,74,134,POINT (-72.662695 44.075252)
WA,2020/11/19,"8,707","8,707","8,707",69.14,69.14,69.14,"12,593","12,593","12,593",853,853,853,6.77,6.77,6.77,"12,593","12,593","12,593",953,953,953,74.51,74.51,74.51,"1,279","1,279","1,279",POINT (-120.592492 47.411715)
WI,2020/11/19,"8,760","8,754","8,766",70.55,70.55,70.55,"12,416","12,416","12,416","2,328","2,326","2,330",19.38,19.38,19.38,"12,416","12,416","12,416","1,135","1,135","1,135",69.85,69.85,69.85,"1,625","1,625","1,625",POINT (-89.732969 44.639954)
WV,2020/11/19,"3,833","3,833","3,833",74.46,74.46,74.46,"5,148","5,148","5,148",448,447,449,8.7,8.7,8.7,"5,148","5,148","5,148",484,484,484,77.81,77.81,77.81,622,622,622,POINT (-80.613729 38.642579)
WY,2020/11/19,680,680,680,49.78,49.78,49.78,"1,366","1,366","1,366",211,211,211,15.56,15.56,15.56,"1,366","1,366","1,366",53,53,53,44.54,44.54,44.54,119,119,119,POINT (-107.55145 42.999627)
NC,2020/11/20,"16,085","16,085","16,085",74.74,74.74,74.74,"21,522","21,522","21,522","1,930","1,930","1,930",9.02,9.02,9.02,"21,522","21,522","21,522","1,919","1,919","1,919",78.91,78.91,78.91,"2,432","2,432","2,432",POINT (-79.130883 35.52603)
NE,2020/11/20,"3,299","3,298","3,300",70.65,70.51,70.8,"4,669","4,665","4,673","1,011","1,011","1,011",22.03,21.95,22.1,"4,669","4,665","4,673",445,445,445,76.99,76.99,76.99,578,578,578,POINT (-99.810595 41.527099)
NM,2020/11/20,"2,622","2,592","2,652",69.75,69.75,69.75,"3,759","3,729","3,789",754,754,754,20.06,20.06,20.06,"3,759","3,729","3,789",372,367,376,95.01,92.83,97.19,391,391,391,POINT (-106.108388 34.421369)
OH,2020/11/20,"20,421","20,348","20,494",69.93,69.93,69.93,"29,200","29,038","29,362","4,324","4,324","4,324",14.84,14.84,14.84,"29,200","29,038","29,362","2,927","2,926","2,928",75.17,75.17,75.17,"3,894","3,894","3,894",POINT (-82.70936 40.415534)
OR,2020/11/20,"4,944","4,944","4,944",74.54,74.54,74.54,"6,633","6,633","6,633",525,525,525,7.91,7.91,7.91,"6,633","6,633","6,633",552,552,552,68.79,68.79,68.79,802,796,809,POINT (-120.605279 43.940449)
RI,2020/11/20,"1,751","1,751","1,751",88.61,88.61,88.61,"1,976","1,976","1,976",314,314,314,15.89,15.89,15.89,"1,976","1,976","1,976",147,147,147,90.74,90.74,90.74,162,162,162,POINT (-71.534637 41.572574)
SD,2020/11/20,"1,618","1,618","1,618",68.65,68.65,68.65,"2,357","2,357","2,357",559,559,559,23.72,23.72,23.72,"2,357","2,357","2,357",183,183,183,84.72,84.72,84.72,216,216,216,POINT (-100.230491 44.43614)
TX,2020/11/20,"46,703","45,693","47,713",75.67,74.99,76.34,"61,864","61,707","62,020","8,765","8,734","8,797",14.2,13.9,14.51,"61,864","61,707","62,020","6,236","6,218","6,255",88.71,88,89.42,"7,030","7,014","7,046",POINT (-99.317341 31.447238)
VT,2020/11/20,647,425,869,54.1,-11.08,119.27,"1,196",860,"1,532",25,17,33,2.09,-9.91,14.09,"1,196",860,"1,532",55,35,75,52.88,-12.48,118.25,104,76,132,POINT (-72.662695 44.075252)
WA,2020/11/20,"8,702","8,686","8,718",69.32,68.88,69.76,"12,554","12,531","12,577",862,856,867,6.86,6.53,7.19,"12,554","12,531","12,577",968,962,973,75.65,74.05,77.24,"1,279","1,270","1,288",POINT (-120.592492 47.411715)
WI,2020/11/20,"8,614","8,606","8,621",69.52,69.31,69.73,"12,390","12,378","12,402","2,287","2,285","2,289",19.08,18.98,19.18,"12,390","12,378","12,402","1,134","1,133","1,136",69.92,69.65,70.2,"1,622","1,622","1,623",POINT (-89.732969 44.639954)
WV,2020/11/20,"3,840","3,840","3,840",74.81,74.81,74.81,"5,133","5,133","5,133",461,461,461,8.98,8.98,8.98,"5,133","5,133","5,133",493,493,493,79.52,79.52,79.52,620,620,620,POINT (-80.613729 38.642579)
WY,2020/11/20,687,687,687,50.29,50.29,50.29,"1,366","1,366","1,366",231,231,231,17.04,17.04,17.04,"1,366","1,366","1,366",67,67,67,56.3,56.3,56.3,119,119,119,POINT (-107.55145 42.999627)
NC,2020/11/21,"15,635","15,635","15,635",72.86,72.86,72.86,"21,458","21,458","21,458","1,889","1,889","1,889",8.86,8.86,8.86,"21,458","21,458","21,458","1,918","1,916","1,921",79.18,79.18,79.18,"2,423","2,423","2,423",POINT (-79.130883 35.52603)
NE,2020/11/21,"3,330","3,328","3,331",70.08,69.91,70.25,"4,751","4,746","4,756",985,985,985,21.08,20.99,21.17,"4,751","4,746","4,756",438,438,438,74.36,74.36,74.36,589,589,589,POINT (-99.810595 41.527099)
NM,2020/11/21,"2,551","2,275","2,827",68.48,45.33,91.64,"3,725","3,391","4,059",757,756,759,20.33,12.26,28.4,"3,725","3,391","4,059",373,345,401,95.64,80.91,110.37,390,390,390,POINT (-106.108388 34.421369)
OH,2020/11/21,"20,052","19,984","20,120",68.69,68.69,68.69,"29,192","29,042","29,342","4,303","4,276","4,330",14.77,14.77,14.77,"29,192","29,042","29,342","2,940","2,940","2,940",75.06,75.06,75.06,"3,917","3,917","3,917",POINT (-82.70936 40.415534)
OR,2020/11/21,"4,789","4,789","4,789",72.21,72.21,72.21,"6,632","6,632","6,632",539,538,540,8.13,8.13,8.13,"6,632","6,632","6,632",539,539,539,66.87,66.87,66.87,806,806,806,POINT (-120.605279 43.940449)
RI,2020/11/21,"1,730","1,730","1,730",87.02,87.02,87.02,"1,988","1,988","1,988",314,314,314,15.79,15.79,15.79,"1,988","1,988","1,988",145,145,145,91.19,91.19,91.19,159,159,159,POINT (-71.534637 41.572574)
SD,2020/11/21,"1,531","1,531","1,531",65.48,65.48,65.48,"2,338","2,338","2,338",545,545,545,23.31,23.31,23.31,"2,338","2,338","2,338",173,173,173,84.39,84.39,84.39,205,205,205,POINT (-100.230491 44.43614)
TX,2020/11/21,"45,408","44,434","46,382",74.56,73.96,75.16,"61,224","61,043","61,406","8,728","8,688","8,768",14.29,13.89,14.69,"61,224","61,043","61,406","6,271","6,264","6,278",88.35,88.05,88.65,"7,098","7,090","7,106",POINT (-99.317341 31.447238)
VT,2020/11/21,629,419,839,52.59,-9.38,114.57,"1,196",877,"1,515",21,14,28,1.76,-9.79,13.3,"1,196",877,"1,515",57,38,76,54.81,-6.9,116.52,104,77,131,POINT (-72.662695 44.075252)
WA,2020/11/21,"8,465","8,465","8,465",68.04,68.04,68.04,"12,441","12,441","12,441",894,894,894,7.19,7.19,7.19,"12,441","12,441","12,441",936,936,936,74.46,74.46,74.46,"1,257","1,257","1,257",POINT (-120.592492 47.411715)
WI,2020/11/21,"8,246","8,243","8,249",66.4,66.25,66.54,"12,419","12,409","12,429","2,189","2,187","2,191",18.22,18.12,18.32,"12,419","12,409","12,429","1,107","1,107","1,107",68.04,68.04,68.04,"1,627","1,627","1,627",POINT (-89.732969 44.639954)
WV,2020/11/21,"3,639","3,639","3,639",71.28,71.28,71.28,"5,105","5,105","5,105",482,481,483,9.44,9.44,9.44,"5,105","5,105","5,105",502,502,502,80.97,80.97,80.97,620,620,620,POINT (-80.613729 38.642579)
WY,2020/11/21,667,591,742,48.8,29.43,68.17,"1,366","1,256","1,476",242,214,269,17.83,6.08,29.59,"1,366","1,256","1,476",68,59,76,56.86,34.4,79.33,119,109,129,POINT (-107.55145 42.999627)
NC,2020/11/22,"15,203","15,203","15,203",71.17,71.17,71.17,"21,363","21,363","21,363","1,953","1,953","1,953",9.2,9.2,9.2,"21,363","21,363","21,363","1,798","1,796","1,800",76.41,76.41,76.41,"2,353","2,353","2,353",POINT (-79.130883 35.52603)
NE,2020/11/22,"3,249","3,237","3,261",68.02,67.39,68.64,"4,777","4,773","4,781",997,997,997,21.22,21.15,21.3,"4,777","4,773","4,781",442,442,442,74.66,74.66,74.66,592,592,592,POINT (-99.810595 41.527099)
